title,location,company,salary
"Senior Data Scientist, NLP - Hux","Seattle, WA 98104 (First Hill area)",Deloitte,
"Software Development Engineer, Social Advertising","Seattle, WA","Amazon.com Services, Inc.",
Entry Level - Aerodynamics Stability & Control Engineer,"Mukilteo, WA 98275",BOEING,
RESEARCH SCIENTIST/ENGINEER 3 (TEMPORARY),"Seattle, WA",University of Washington,
Applied Scientist - Consumer Analytics,"Seattle, WA 98101 (Downtown area)",Zillow Group,
"Sr. Manager, Data Scientist","Seattle, WA","Amazon.com Services, Inc.",
Intern - Machine Learning Architect,"Seattle, WA",Micron,
"Language Engineer, Amazon AI","Seattle, WA","Amazon.com Services, Inc.",
Experienced Process Analyst,"Bellevue, WA",BOEING,
"Sr. Data Scientist, Alexa Shopping","Seattle, WA","Amazon.com Services, Inc.",
"Software Development Engineer, Big Data - Amazon Scout","Seattle, WA","Amazon.com Services, Inc.",
Research Scientist,"Redmond, WA",NVIDIA,
"Sr. Data Scientist, Alexa Shopping","Seattle, WA","Amazon.com Services, Inc.",
"Sr. Data Scientist, Alexa Shopping ASR","Seattle, WA","Amazon.com Services, Inc.",
Senior Data Scientist - SAP Business Network,"Bellevue, WA",SAP,
Clinical Data Manager,"Seattle, WA 98109 (Westlake area)",Fred Hutchinson Cancer Research Center,
Manufacturing Planner,"Everett, WA 98204 (Holly area)",BOEING,
"Applied Scientist, Alexa","Seattle, WA","Amazon.com Services, Inc.",
"Senior Program Manager, Xbox Live Data Analyst","Redmond, WA",Microsoft,
Experienced Finance Analyst Digital Ascent,"Seattle, WA",BOEING,
Data Engineer II,"Mountlake Terrace, WA",Premera Blue Cross,
"Director, Data Management","Seattle, WA",f5,
"Scientist, Antigen Presentation","Seattle, WA",Astellas Pharmaceuticals,
"Product Manager, Reference Data","Seattle, WA",The Climate Corporation,
Human Factors Scientist,"Bellevue, WA 98007 (Lake Hills area)",Exponent,
Software Engineer I,"Seattle, WA 98101 (Downtown area)",CDK Global,
"Sr. Data Engineer, Ice Team (Systems Intelligence)","Seattle, WA","Amazon.com Services, Inc.",
RESEARCH SCIENTIST - IDEA,"Seattle, WA",University of Washington,
Data Engineering Manager,"Seattle, WA","Amazon Web Services, Inc.",
Mid-Level Supply Chain Management Analyst,"Seattle, WA",BOEING,
Product Manager - Customer Self-Service Products,"Seattle, WA","Amazon.com Services, Inc.",
"SDE, Amazon SageMaker Notebooks","Seattle, WA","Amazon.com Services, Inc.",
Sr. Data Engineer,"Bellevue, WA","Amazon.com Services, Inc.",
Junior System Design & Integration Specialist,"Bellevue, WA",BOEING,
"Data Scientist, Senior Pricing Manger","Kirkland, WA 98033 (Highlands area)",Donuts Inc,
Senior Research Analyst,"Seattle, WA",CBRE,
User Researcher II,"Redmond, WA",Microsoft,
"Associate Scientist, Analytical Development AAV","Seattle, WA",Celgene,
Legal Administrator C,"Renton, WA",BOEING,
Clinical Data Manager,"Seattle, WA 98109 (Westlake area)",Fred Hutchinson Cancer Research Center,
Computational Biologist (Research Scientist),"Seattle, WA 98109 (Westlake area)",Institute for Systems Biology,
Principal Applied Scientist,"Bellevue, WA 98004 (Downtown area)",Microsoft,
Operations Research Scientist,"Seattle, WA","Amazon.com Services, Inc.",
Bioinformatics Scientist,"Redmond, WA 98052",Covance,
"Applied Scientist, Alexa Comms A.I. Team","Seattle, WA","Amazon.com Services, Inc.",
Research Intern - Machine Learning and Optimization,"Redmond, WA",Microsoft,
Entry Level - Aerodynamics Stability & Control Engineer,"Mukilteo, WA 98275",BOEING,
Applied Scientist/Engineer,"Bellevue, WA 98004 (Downtown area)",Microsoft,
Lead Data Scientist,"Renton, WA",PACCAR,
Senior Global Field Operations Representative,"Everett, WA 98204 (Holly area)",BOEING,
Operations Research/Simulation Manager,"Bellevue, WA",T-Mobile,
"designer digital products, Starbucks Technology, SSC - Seatt...","Seattle, WA",Starbucks,
Software Developer - Big Data / Application Development Tool...,"Bellevue, WA 98004 (Downtown area)",Oracle,"$104,000 - $155,000 a year (Indeed est.)"
Senior Data Scientist - SAP Business Network,"Bellevue, WA",SAP,
Operations Research Scientist,"Seattle, WA",Amazon Services LLC,
Quantum Solution Scientist,"Redmond, WA",Microsoft,
"Senior Technical Program Manager, Data & AI Platform","Bellevue, WA",SAP,
"Software Development Engineer, Computer Vision","Seattle, WA","Amazon.com Services, Inc.",
Senior Data Scientist - Selling Partner Business,"Seattle, WA",Amazon Services LLC,
"Software Development Engineer II - Big Data, EMR, Machine Le...","Seattle, WA","Amazon.com Services, Inc.",
Software Development Engineer - Fashion Technology,"Seattle, WA","Amazon.com Services, Inc.",
Statistician,"Bellevue, WA",Intellectual Ventures Management,
Mid-Level User Experience Specialist,"Bellevue, WA",BOEING,
Senior Scientist,"Redmond, WA",Microsoft,
Data Engineer,"Kirkland, WA",Echodyne,
Reports Programmer,"Seattle, WA 98109 (Westlake area)",Fred Hutchinson Cancer Research Center,
Scientist/Formulation Development Manager,"Seattle, WA 98102 (Capitol Hill area)",Infectious Disease Research Institute,
Applied Scientist - Machine Learning,"Bellevue, WA 98004 (Downtown area)",Microsoft,
Manager Software Engineering - Machine Learning,"Seattle, WA 98121 (Belltown area)",Zulily,
"Business Analyst, Customer Insights & Research","Seattle, WA","Amazon.com Services, Inc.",
Research Scientist III - Sytems Biologist,"Seattle, WA",Seattle Children’s,
"Sr. Data Scientist, Alexa Privacy","Seattle, WA","Amazon.com Services, Inc.",
Research Scientist,"Bellevue, WA",Intellectual Ventures Management,
"Business Intelligence Engineer, Amazon Games","Seattle, WA",Amazon Digital Services LLC,
Software Development Engineer - Product Search and Pricing,"Seattle, WA","Amazon.com Services, Inc.",
Recruiter - Data and Applied Science / HR4HR,"Seattle, WA","Amazon.com Services, Inc.",
BIE,"Seattle, WA","Amazon.com Services, Inc.",
Principal Data Science Lead,"Redmond, WA",Microsoft,
Principal Data & Applied Scientist Manager,"Redmond, WA",Microsoft,
"Vice President, Research & Health Care Innovation and Execut...","Seattle, WA",Kaiser Permanente,
"Research Scientist, (Conversational AI Group)","Seattle, WA 98101 (Downtown area)",Facebook,
"Manager, Data Engineering","Seattle, WA","Amazon.com Services, Inc.",
"Business Intelligence Engineer, Amazon Payment Products","Seattle, WA",Amazon Services LLC,
RESEARCH SCIENTIST ENGINEER FUSION Z-PINCH EXPERIMENT LAB,"Seattle, WA",University of Washington,
"Experience Management Scientist, Employee Experience","Seattle, WA",Qualtrics,
"Research Intern – EPIC (Extended Perception, Interaction, &...","Redmond, WA",Microsoft,
CTMS QC Program Manager,"Seattle, WA 98109 (Westlake area)",Fred Hutchinson Cancer Research Center,
"Software Engineer, Machine Learning","Seattle, WA",Google,
Regulatory and Research Coordinator,"Seattle, WA 98109 (Westlake area)",Fred Hutchinson Cancer Research Center,
CLINICAL RESEARCH SCIENTIST,"Seattle, WA",University of Washington,
Environmental Scientist- Agricultural Sector,"Tacoma, WA",Anchor Env,
Creative Team Manager,"Seattle, WA 98101 (Downtown area)",CDK Global,
"Engineering Resident, University Graduate (Fixed-Term Employ...","Seattle, WA",Google,
"Data Analyst, Tax Calculation Services","Seattle, WA",Amazon US Services LLC,
Lab Programmer II,"Seattle, WA 98109 (Westlake area)",Fred Hutchinson Cancer Research Center,
"Applied Scientist, Natural Language Understanding","Seattle, WA","Amazon.com Services, Inc.",
User Researcher II,"Redmond, WA",Microsoft,
Engineering Manager - Data Infrastructure,"Seattle, WA",Convoy,
Mid-Level Supply Chain Management Analyst,"Seattle, WA",BOEING,
"Operations Research Manager, Supply Chain Analytics&Ops Rese...","Bellevue, WA",T-Mobile,
Data/BI Engineer,"Seattle, WA","Amazon.com Services, Inc.",
"Sr. Research Scientist, Talent Assessment","Seattle, WA","Amazon.com Services, Inc.",
"Manager, Data Engineering","Seattle, WA","Amazon.com Services, Inc.",
"Post Doc Researcher – Human-Computer Interaction, Graphics,...","Redmond, WA",Microsoft,
Applied Scientist - Computer Vision,"Seattle, WA","Amazon.com Services, Inc.",
Senior Versatile Technologist,"Bellevue, WA",BOEING,
Facilities Analyst - Automotive Maintenance Analyst,"Renton, WA",BOEING,
"Sr. Operations Research Manager, Supply Chain Analytics&Oper...","Bellevue, WA",T-Mobile,
"Principal Scientist, Immunology","Bothell, WA","Seattle Genetics, Inc.",
Field Geologist,"Mountlake Terrace, WA 98043",Terracon,
Mid Level Tech Pub Project Mgmt Spec,"Tukwila, WA",BOEING,
"Product Manager, Shipment Success","Seattle, WA",Convoy,
"Director, Data Science","Seattle, WA",Time Warner,
"Data Engineer, Payments ML","Seattle, WA","Amazon.com Services, Inc.",
BIOINFORMATICS SPECIALIST,"Seattle, WA",University of Washington,
"Researcher, Injuries and Clinical Informatics","Seattle, WA",Institute for Health Metrics and Evaluation - Facu...,
Lead Project Management Specialist,"Everett, WA 98204 (Holly area)",BOEING,
"Software Development Engineer, Big Data, Machine Learning","Seattle, WA","Amazon.com Services, Inc.",
"Senior Scientist, Robotics and Machine Learning","Seattle, WA","Amazon.com Services, Inc.",
PNSN FIELD ENGINEER,"Seattle, WA",University of Washington,
Sr. Machine Learning Scientist,"Seattle, WA","Amazon.com Services, Inc.",
Principal Applied Scientist,"Bellevue, WA 98004 (Downtown area)",Microsoft,
Staff Scientist,"Seattle, WA 98109 (Westlake area)",Fred Hutchinson Cancer Research Center,
"Manager, Data Engineering","Seattle, WA","Amazon.com Services, Inc.",
Senior Data Architect with Machine Learning,"Seattle, WA",Centric Consulting,
92608; 029; Repair Station Mechanic,"SeaTac, WA 98188",BOEING,$19 - $27 an hour (Indeed est.)
Economist,"Seattle, WA","Amazon.com Services, Inc.",
Digital Marketing Analyst,"Seattle, WA","Amazon Web Services, Inc.",
Data Engineer II - Payment Acceptance,"Seattle, WA","Amazon.com Services, Inc.",
Associate Development Scientist,"Seattle, WA",AGC Biologics,
Customer Marketing Specialist,"Seattle, WA",BOEING,
Experienced Project Management Specialist,"Bellevue, WA",BOEING,
Power Plant Operator A,"Seattle, WA",BOEING,
RESEARCH SCIENTIST - CARDIOVASCULAR DISEASE,"Seattle, WA",University of Washington,
"Applied Scientist, Alexa Info","Seattle, WA","Amazon.com Services, Inc.",
"Data Engineer, Talent Management Analytics","Seattle, WA","Amazon.com Services, Inc.",
Senior Content Developer,"Redmond, WA",Microsoft,
Mid-Level IT Project Mgmt Specialist,"Bellevue, WA",BOEING,
Applied Scientist - Prime Video Efficiency Platform,"Seattle, WA","Amazon.com Services, Inc.",
Data Engineer II - Payment Acceptance,"Seattle, WA","Amazon.com Services, Inc.",
Senior Big Data Engineer,"Bellevue, WA",Sorento Consulting,
"Applied Scientist III, Ask Team","Seattle, WA","Amazon.com Services, Inc.",
Applied Scientist - Speech (ASR/NLU/NLP),"Seattle, WA","Amazon.com Services, Inc.",
Business Development Quantitative Analyst,"Seattle, WA",BOEING,
GENETICS COUNSELOR 2,"Seattle, WA",University of Washington,"$5,314 - $7,381 a month"
Regulatory Coordinator II-Infectious Disease Sciences Progra...,"Seattle, WA 98109 (Westlake area)",Fred Hutchinson Cancer Research Center,
Research Project Coordinator I,"Seattle, WA 98109 (Westlake area)",Fred Hutchinson Cancer Research Center,
Clinical Coding Specialist,"Seattle, WA 98109 (Westlake area)",Fred Hutchinson Cancer Research Center,
Senior Research Analyst,"Seattle, WA",CBRE,
Research Scientist,"Seattle, WA",Amazon Services LLC,
"Research Scientist, (Conversational AI Group)","Seattle, WA 98101 (Downtown area)",Facebook,
Senior Business Development Associate,"Seattle, WA",BOEING,
"Senior Manager, Clinical Data Management","Seattle, WA 98109 (Westlake area)",Fred Hutchinson Cancer Research Center,
Principal Researcher - Machine Learning,"Redmond, WA",Microsoft,
"Sr. Program Manager, Amazon Go","Seattle, WA",Amazon Services LLC,
"Senior Research Associate, T Cell Biology","Seattle, WA",Celgene,
基础设施事业部 天基 Senior Algorithm Engineer or Senior Machine Learn...,"Seattle, WA",Alibaba,
"software engineer, Retail Operations - Seattle, WA","Seattle, WA 98134 (Industrial Complex area)",Starbucks,
"Sr. Data Scientist - Marketing, Voice Shopping","Seattle, WA","Amazon.com Services, Inc.",
"Software Development Engineer, Robotics Applications - Amazo...","Seattle, WA","Amazon.com Services, Inc.",
"Sr. Data Scientist, Alexa Shopping ASR","Seattle, WA","Amazon.com Services, Inc.",
"Researcher, Cost Effectiveness","Seattle, WA",Institute for Health Metrics and Evaluation - Facu...,
"Principal Scientist, Immunology","Bothell, WA","Seattle Genetics, Inc.",
Principal Product Specialist,"Bellevue, WA",BOEING,
REVENUE CYCLE EDUCATOR - LIMITED TERM PROFESSIONAL STAFF,"Seattle, WA",University of Washington,
Entry-Level Industrial Engineer,"Everett, WA 98204 (Holly area)",BOEING,
Supply Base Management Specialist (Mid-Level),"Everett, WA 98204 (Holly area)",BOEING,
Software Engineering Specialist,"Seattle, WA 98101 (Downtown area)",General Electric,
"Manager, Data Engineering","Seattle, WA","Amazon.com Services, Inc.",
Sr. Data Engineer,"Seattle, WA","Amazon.com Services, Inc.",
CTMS Functional Analyst,"Seattle, WA 98109 (Westlake area)",Fred Hutchinson Cancer Research Center,
"Sr. Data Scientist - Marketing, Voice Shopping","Seattle, WA","Amazon.com Services, Inc.",
Mid-Level Supply Base Management Specialist,"Seattle, WA",BOEING,
Senior Methods Process,"Everett, WA 98204 (Holly area)",BOEING,
"Technical Program Manager - Data, Internal Tools","Seattle, WA 98103 (Green Lake - Wallingford area)",Getty Images,
"Data Scientist, Natural Language Processing (NLP), descripti...","Seattle, WA","Amazon.com Services, Inc.",
"Mid- Level,Systems Engineer Support Analyst","Everett, WA 98204 (Holly area)",BOEING,
"Research Intern, Machine Perception and Learning (PhD Univer...","Redmond, WA",Facebook,
"Applied Scientist, Ad Measurement","Seattle, WA","Amazon.com Services, Inc.",
Customer Training Specialist 4,"Tukwila, WA",BOEING,
"Research Scientist, Geospatial Core Code","Seattle, WA",Institute for Health Metrics and Evaluation - Facu...,
Software Development Engineer - Business Data Technologies,"Seattle, WA","Amazon.com Services, Inc.",
Senior Data Scientist - Selling Partner Business,"Seattle, WA",Amazon Services LLC,
Manager Software Engineering - Machine Learning,"Seattle, WA 98121 (Belltown area)",Zulily,
Bioinformatics Scientist,"Redmond, WA 98052",Covance,
Communication & Branding Specialist,"Renton, WA",BOEING,
Entry Level - Aerodynamics Stability & Control Engineer,"Mukilteo, WA 98275",BOEING,
"Business Analyst, Logistics","Seattle, WA","Amazon.com Services, Inc.",
Product Development Manager– Testing and Integration,"Redmond, WA",Facebook,
Principal Data & Applied Scientist Manager,"Redmond, WA",Microsoft,
FRL Distributed Systems Software Engineer,"Redmond, WA",Facebook,
Copywriter Internship - Summer 2019 Internship,"Seattle, WA",Wunderman,
Senior Lab Programmer,"Seattle, WA 98109 (Westlake area)",Fred Hutchinson Cancer Research Center,
Research Scientist - Operations Research,"Seattle, WA","Amazon.com Services, Inc.",
Multi Operations Security Specialist,"Auburn, WA 98001",BOEING,
"Research Associate, Biology - Immuno-Oncology","Seattle, WA",Celgene,
"Business Intelligence Lead, eCommerce","Seattle, WA",Unilever,
Environmental Scientist- Agricultural Sector,"Tacoma, WA",Anchor Env,
"Staff Scientist, Computational Biology","Seattle, WA 98109 (Westlake area)",Fred Hutchinson Cancer Research Center,
Big Data Engineer- Pricing,"Seattle, WA","Amazon.com Services, Inc.",
Medical Lab Scientist,"Monroe, WA",Evergreen Health Monroe,
Business Intelligence Engineer,"Seattle, WA","Amazon Registry Services, Inc.",
"Sr Manager, Reporting & Analytics (Digital Insights)","Bellevue, WA",T-Mobile,
Research Scientist - Alexa on FireTV,"Seattle, WA","Amazon.com Services, Inc.",
Software Development Engineer,"Seattle, WA","Amazon.com Services, Inc.",
ELECTRONICS ENGINEER,"Seattle, WA",University of Washington,
"Software Development Engineer, Social Advertising","Seattle, WA","Amazon.com Services, Inc.",
Tech-Telco-Media - Cognitive Machine Learning - Manager,"Seattle, WA 98104 (First Hill area)",Deloitte,
Legal Administrator C,"Renton, WA",BOEING,
Research Scientist,"Seattle, WA",Amazon Services LLC,
"Senior Research Scientist, WFS","Seattle, WA","Amazon.com Services, Inc.",
"Applied Scientist, Alexa AI","Seattle, WA","Amazon.com Services, Inc.",
"Lead Data Science Instructor, Principal Data Scientist","Seattle, WA",Galvanize,
Senior Business Development Associate,"Seattle, WA",BOEING,
Senior Customer Training Specialist,"Renton, WA",BOEING,
Machine Learning Scientist - Amazon Advertising,"Seattle, WA","Amazon.com Services, Inc.",
Medical Lab Scientist,"Monroe, WA",Evergreen Health Monroe,
Experienced Project Management Specialist,"Bellevue, WA",BOEING,
Multi Operations Security Specialist,"Auburn, WA 98001",BOEING,
Junior Full-Stack Software Developer - Agile Team,"Bellevue, WA",BOEING,"$95,000 - $136,000 a year (Indeed est.)"
Engineering Manager - Data Infrastructure,"Seattle, WA",Convoy,
"Lead Research Scientist, Simulation Science","Seattle, WA",Institute for Health Metrics and Evaluation - Facu...,
Big Data Engineer- Pricing,"Seattle, WA","Amazon.com Services, Inc.",
"Senior Data Scientist, Affiliate Marketing","Seattle, WA","Amazon.com Services, Inc.",
Software Engineer,"Bellevue, WA",Intellectual Ventures Management,
